team;fifa_rank;total_fifa_points;home_team_score;team_result;goalkeeper_score;mean_defense_score;mean_offense_score;mean_midfield_score
Montenegro;73;0;1;1;64;69.5;79.3;68.8
Oman;81;0;3;1;74;;;
Panama;97;0;2;0;68;;;
Portugal;8;0;4;0;79;82.2;85;80.8
Qatar;98;0;1;0;;;;
Romania;42;0;1;0;75;76;74;72.5
San Marino;202;0;0;-1;52;;;
Slovakia;27;0;1;1;72;74.8;77.3;74.2
Slovenia;19;0;0;-1;68;72.2;76.3;73.2
Sweden;35;0;2;1;77;76.5;79.7;77.2
Switzerland;17;0;0;0;80;77.5;76.7;76.8
Venezuela;47;0;0;-1;56;;72.3;70.2
Botswana;93;0;2;1;;;;
Canada;101;0;0;-1;77;68.2;;74.2
Cabo Verde;108;0;1;1;51;;67;
El Salvador;86;0;2;0;;;;
Guatemala;119;0;5;1;;;;
Guinea-Bissau;188;0;1;1;;;;
Côte d'Ivoire;26;0;3;1;72;75.8;83.3;77.2
Japan;32;0;1;1;69;73;69.3;75.5
Mauritius;183;0;1;-1;;;;
Mexico;25;0;1;-1;76;74.5;76.3;77.5
Morocco;83;0;0;0;71;71.2;80;73.8
Poland;56;0;1;0;76;72.5;76.3;74.8
South Africa;66;0;2;1;70;70.5;70.7;74.5
Sudan;120;0;2;1;;;;
Thailand;104;0;1;1;;;;
Tunisia;64;0;2;0;67;70;71.7;72.5
Uganda;69;0;3;1;;;;
Benin;61;0;1;0;;;70.3;
Congo DR;123;0;2;-1;;69.2;69.7;70
Egypt;9;0;1;0;;;;
Ethiopia;144;0;1;-1;;;;
Jamaica;82;0;1;1;72;66.8;72.7;70.2
Liberia;156;0;1;0;;;;
Mozambique;80;0;0;0;;;;
Nigeria;30;0;2;1;;75.5;77.3;76.2
Eswatini;136;0;0;-1;;;;
Burkina Faso;45;0;1;0;;67.5;72.7;67.8
Albania;70;0;1;1;69;;68;68.5
Argentina;5;0;4;1;77;81;87;82.8
Austria;60;0;2;1;75;74;74;74.8
Bahrain;68;0;3;1;;;;
Belarus;78;0;0;0;75;63;71;72.2
Bosnia and Herzegovina;57;0;0;-1;76;72.5;78.3;77.5
Bulgaria;43;0;0;-1;77;71.2;75.3;75
Canada;101;0;2;1;77;68.2;;74.2
China PR;77;0;1;0;71;63.8;68.3;66
Croatia;14;0;0;0;74;78.5;80.7;79.5
Czech Republic;31;0;0;-1;84;78;76;77
Denmark;29;0;1;1;76;77.5;77.7;75.2
El Salvador;86;0;0;-1;;;;
Estonia;94;0;3;0;72;;;63.8
Georgia;110;0;0;0;62;70.5;66.7;
Germany;4;0;6;1;86;82;83.3;82.2
Hungary;62;0;2;1;71;70.2;70.7;76.5
Republic of Ireland;36;0;3;1;81;76.5;75.7;77.5
Italy;11;0;5;1;85;81.2;83.3;81
Jamaica;82;0;1;-1;72;66.8;72.7;70.2
Japan;32;0;2;1;69;73;69.3;75.5
Korea Republic;44;0;0;-1;71;69.5;71.3;75
North Macedonia;66;0;2;0;73;67.8;71.3;
Malta;151;0;0;-1;;;;
Mexico;25;0;1;1;76;74.5;76.3;77.5
Netherlands;2;0;2;1;83;77;83.7;83.5
Norway;22;0;1;1;69;77.5;76.7;77
Panama;97;0;3;1;68;;;
Poland;56;0;1;-1;76;72.5;76.3;74.8
Qatar;98;0;1;0;;;;
Russia;16;0;0;-1;83;78;80;78.5
Scotland;41;0;2;1;79;75.8;76.3;78.2
Serbia;13;0;1;0;72;81.8;76;80
Sweden;35;0;6;1;77;76.5;79.7;77.2
Switzerland;17;0;1;-1;80;77.5;76.7;76.8
Turkey;28;0;3;1;79;77.2;77;78.8
Ukraine;24;0;2;1;77;67.8;60.7;73
United Arab Emirates;90;0;3;1;;;;
Venezuela;47;0;1;1;56;;72.3;70.2
Yemen;109;0;2;1;;;;
India;138;0;1;-1;;;;
Belize;180;0;0;0;;;;
St. Lucia;188;0;1;-1;;;;
India;160;0;2;1;;;;
Jordan;99;0;4;1;;;;
Anguilla;203;0;1;-1;;;;
Yemen;107;0;0;-1;;;;
Antigua and Barbuda;123;0;0;-1;;;;
Jordan;99;0;2;1;;;;
Iraq;107;0;3;1;;;;
St. Lucia;186;0;0;-1;;;;
Antigua and Barbuda;123;0;5;1;;;;
IR Iran;57;0;3;1;;;;70.5
Jordan;99;0;1;0;;;;
Vietnam;125;0;0;0;;;;
Iraq;107;0;2;1;;;;
Bahrain;77;0;2;1;;;;
Barbados;121;0;1;-1;;;63;
Guyana;120;0;1;0;;;;
Syria;94;0;1;-1;;;;
Yemen;107;0;3;1;;;;
Jordan;99;0;2;0;;;;
Oman;91;0;2;0;74;;;
New Caledonia;145;0;1;0;;;;
Palestine;173;0;0;-1;;;;
IR Iran;57;0;2;1;;;;70.5
Kuwait;96;0;1;0;;;;
Puerto Rico;170;0;3;1;63;;;
IR Iran;57;0;1;-1;;;;70.5
Cayman Islands;181;0;4;1;;;;
India;160;0;0;-1;;;;
Barbados;121;0;1;0;;;63;
Puerto Rico;170;0;2;1;63;;;
IR Iran;57;0;0;-1;;;;70.5
Albania;67;0;1;0;69;;68;68.5
Andorra;202;0;0;-1;;;;
Armenia;105;0;3;1;76;;;
Austria;61;0;3;1;75;74;74;74.8
China PR;82;0;2;1;71;63.8;68.3;66
Colombia;40;0;1;1;77;77.8;78;76.2
Cyprus;43;0;1;-1;;;;
Czech Republic;37;0;1;1;84;78;76;77
Georgia;89;0;1;1;62;70.5;66.7;
Germany;3;0;3;1;86;82;83.3;82.2
Greece;12;0;1;1;74;75.5;76.3;75.5
Hungary;51;0;8;1;71;70.2;70.7;76.5
India;160;0;3;1;;;;
Indonesia;131;0;1;-1;;;;
Republic of Ireland;33;0;2;-1;81;76.5;75.7;77.5
Japan;30;0;1;1;69;73;69.3;75.5
Kazakhstan;126;0;0;-1;;;;
Kuwait;96;0;1;-1;;;;
Luxembourg;130;0;0;0;;;;
Moldova;80;0;0;-1;61;;65.7;
Montenegro;40;0;1;1;64;69.5;79.3;68.8
Montserrat;203;0;0;-1;;;;
Northern Ireland;45;0;0;0;73;74.2;69;73.2
Oman;91;0;1;1;74;;;
Panama;70;0;1;1;68;;;
Peru;48;0;2;1;;;78.7;72.2
Portugal;8;0;3;1;79;82.2;85;80.8
Serbia;15;0;1;-1;72;81.8;76;80
Slovenia;19;0;5;1;68;72.2;76.3;73.2
Spain;1;0;3;1;88;84;86;86.2
St. Vincent and the Grenadines;153;0;1;0;;;;
Ukraine;26;0;2;0;77;67.8;60.7;73
Wales;85;0;0;-1;75;74.2;71;80.2
Angola;93;0;1;1;70;;69.7;61.5
Australia;24;0;1;1;80;72.5;76.7;71
Burkina Faso;39;0;3;1;;67.5;72.7;67.8
Burundi;122;0;0;-1;;;;
Cameroon;37;0;1;0;82;77.8;79.3;77.2
Comoros;174;0;0;-1;;;;
France;27;0;2;1;84;82.8;81.7;84.2
Guatemala;115;0;4;1;;;;
Israel;36;0;1;-1;78;67;69;73.8
Kenya;114;0;0;0;;;;
Malawi;77;0;6;1;;;;
Mali;65;0;2;1;54;72;75.3;77.2
New Zealand;49;0;1;0;64;67.8;68.3;62
Rwanda;112;0;0;-1;;;;
Saudi Arabia;73;0;4;1;;;;
Senegal;79;0;7;1;68;77.2;80;73.5
Tanzania;111;0;0;-1;;;;
United Arab Emirates;90;0;0;-1;;;;
USA;18;0;2;0;81;73;75;78.5
Central African Republic;172;0;2;1;57;;;
Congo;117;0;3;1;67;68;69;69
Ghana;20;0;0;0;73;75;73.7;80.2
Guinea;81;0;1;1;57;67.2;74.3;68.2
Jamaica;75;0;1;1;72;66.8;72.7;70.2
Libya;107;0;1;1;;;;
Madagascar;154;0;0;-1;;;;
Niger;154;0;1;1;;;;
Sierra Leone;132;0;0;0;;;66;64.2
St. Kitts and Nevis;151;0;4;1;;;;
Togo;84;0;1;-1;68;63.5;73;66.5
Zimbabwe;118;0;0;0;;56.5;72;65.5
Brazil;4;0;2;1;86;84.5;84;81.8
Armenia;105;0;4;1;76;;;
Azerbaijan;102;0;1;1;;;;
Bahrain;77;0;2;-1;;;;
Belarus;55;0;2;1;75;63;71;72.2
Belgium;62;0;4;0;74;79.8;78;77.8
Bulgaria;54;0;2;1;77;71.2;75.3;75
China PR;82;0;0;-1;71;63.8;68.3;66
Costa Rica;53;0;2;1;69;67.2;75.3;67.5
Croatia;11;0;2;1;74;78.5;80.7;79.5
Denmark;29;0;2;1;76;77.5;77.7;75.2
Ecuador;72;0;2;0;75;70.2;75.7;76.8
England;6;0;0;0;82;84;83.7;84
Equatorial Guinea;164;0;2;1;;;;
Estonia;86;0;0;-1;72;;;63.8
Faroe Islands;138;0;1;0;66;;;
Finland;64;0;1;-1;79;73.8;71.3;72.5
France;27;0;2;1;84;82.8;81.7;84.2
Greece;12;0;2;1;74;75.5;76.3;75.5
Guatemala;115;0;0;-1;;;;
Iceland;100;0;1;-1;69;71.8;73;65.8
Indonesia;131;0;3;1;;;;
Italy;13;0;3;1;85;81.2;83.3;81
Kazakhstan;126;0;0;-1;;;;
Korea Republic;44;0;0;0;71;69.5;71.3;75
Kuwait;96;0;3;1;;;;
Latvia;68;0;1;0;69;65.2;66;
Liechtenstein;149;0;0;-1;;;;
North Macedonia;71;0;0;-1;73;67.8;71.3;
Mexico;28;0;2;0;76;74.5;76.3;77.5
Netherlands;2;0;4;1;83;77;83.7;83.5
New Zealand;49;0;0;-1;64;67.8;68.3;62
Oman;91;0;0;-1;74;;;
Panama;70;0;1;1;68;;;
Philippines;165;0;5;1;65;;;
Qatar;104;0;1;-1;;;;
San Marino;203;0;0;-1;52;;;
Saudi Arabia;73;0;1;1;;;;
Scotland;47;0;2;-1;79;75.8;76.3;78.2
Slovakia;16;0;1;0;72;74.8;77.3;74.2
Switzerland;21;0;4;1;80;77.5;76.7;76.8
United Arab Emirates;90;0;0;-1;;;;
USA;18;0;0;0;81;73;75;78.5
Guyana;120;0;1;1;;;;
India;160;0;3;-1;;;;
Dominican Republic;181;0;17;1;;;;
British Virgin Islands;188;0;0;-1;;;;
Suriname;137;0;2;1;;;;
Dominican Republic;181;0;0;-1;;;;
Suriname;137;0;0;-1;;;;
Timor-Leste;201;0;0;-1;;;;
Grenada;125;0;3;1;;;;
Laos;175;0;0;0;;;;
Cambodia;182;0;4;1;;;;
Grenada;125;0;2;1;;;;
Laos;175;0;2;0;;;;
Laos;175;0;6;1;;;;
Panama;59;0;0;-1;68;;;
Philippines;152;0;0;0;65;;;
Puerto Rico;129;0;0;-1;63;;;
Botswana;79;0;2;1;;;;
Haiti;128;0;0;0;;;;
Singapore;127;0;1;-1;;;;
Trinidad and Tobago;106;0;2;1;62;;70.7;
Vietnam;139;0;1;0;;;;
Trinidad and Tobago;106;0;4;1;62;;70.7;
Vietnam;139;0;0;-1;;;;
Yemen;117;0;2;0;;;;
Antigua and Barbuda;131;0;2;1;;;;
Bahrain;84;0;0;0;;;;
Cuba;121;0;4;1;;;;
Yemen;117;0;1;0;;;;
Iraq;94;0;2;1;;;;
Antigua and Barbuda;131;0;0;0;;;;
Suriname;113;0;3;0;;;;
Antigua and Barbuda;131;0;0;0;;;;
Bahrain;84;0;0;-1;;;;
Dominica;132;0;0;-1;;;;
India;144;0;1;-1;;;;
Cabo Verde;82;0;2;1;51;;67;
Jordan;95;0;0;0;;;;
Saudi Arabia;71;0;0;0;;;;
Scotland;57;0;3;1;79;75.8;76.3;78.2
Albania;58;0;0;0;69;;68;68.5
Argentina;5;0;1;1;77;81;87;82.8
Austria;49;0;1;-1;75;74;74;74.8
Botswana;67;0;1;1;;;;
Bulgaria;45;0;0;-1;77;71.2;75.3;75
Burkina Faso;41;0;2;1;;67.5;72.7;67.8
Chile;16;0;2;1;79;74.2;80.7;78.5
China PR;89;0;1;1;71;63.8;68.3;66
Colombia;47;0;1;0;77;77.8;78;76.2
Croatia;9;0;3;1;74;78.5;80.7;79.5
Denmark;27;0;0;0;76;77.5;77.7;75.2
Ecuador;61;0;4;1;75;70.2;75.7;76.8
Egypt;10;0;3;1;;;;
England;6;0;1;-1;82;84;83.7;84
Estonia;74;0;1;0;72;;;63.8
Finland;87;0;8;1;79;73.8;71.3;72.5
Gabon;37;0;1;-1;67;;70.7;
Guatemala;126;0;3;1;;;;
Hong Kong;145;0;0;-1;;;;
Hungary;43;0;2;1;71;70.2;70.7;76.5
Iraq;98;0;1;0;;;;
Republic of Ireland;32;0;1;-1;81;76.5;75.7;77.5
Israel;55;0;3;1;78;67;69;73.8
Italy;14;0;1;0;85;81.2;83.3;81
Jamaica;82;0;0;0;72;66.8;72.7;70.2
Libya;81;0;1;0;;;;
Luxembourg;133;0;0;0;;;;
Malawi;77;0;2;1;;;;
Mali;64;0;3;1;54;72;75.3;77.2
Montenegro;26;0;2;1;64;69.5;79.3;68.8
Mozambique;98;0;1;-1;;;;
Netherlands;2;0;1;1;83;77;83.7;83.5
Northern Ireland;42;0;1;0;73;74.2;69;73.2
Oman;97;0;0;-1;74;;;
Panama;64;0;2;1;68;;;
Poland;71;0;3;1;76;72.5;76.3;74.8
Portugal;8;0;4;1;79;82.2;85;80.8
Russia;13;0;0;-1;83;78;80;78.5
Saudi Arabia;68;0;0;0;;;;
Slovakia;18;0;2;-1;72;74.8;77.3;74.2
Slovenia;15;0;1;-1;68;72.2;76.3;73.2
South Africa;50;0;0;-1;70;70.5;70.7;74.5
Sweden;35;0;0;0;77;76.5;79.7;77.2
Switzerland;21;0;2;0;80;77.5;76.7;76.8
Tajikistan;149;0;1;1;;;;
Togo;107;0;0;0;68;63.5;73;66.5
Qatar;113;0;0;-1;;;;
United Arab Emirates;104;0;5;1;;;;
Indonesia;135;0;6;1;;;;
Kuwait;105;0;1;1;;;;
Yemen;121;0;0;-1;;;;
Iraq;98;0;0;0;;;;
Oman;97;0;1;0;74;;;
Tanzania;124;0;1;1;;;;
Indonesia;135;0;2;1;;;;
Saudi Arabia;68;0;0;0;;;;
Yemen;121;0;1;-1;;;;
Bahrain;87;0;2;-1;;;;
Singapore;138;0;4;1;;;;
Trinidad and Tobago;78;0;0;-1;62;;70.7;
United Arab Emirates;104;0;0;0;;;;
Jamaica;82;0;3;1;72;66.8;72.7;70.2
Tanzania;124;0;0;-1;;;;
Burundi;136;0;2;1;;;;
Grenada;91;0;1;1;;;;
Qatar;113;0;1;0;;;;
Yemen;121;0;0;-1;;;;
Antigua and Barbuda;115;0;1;1;;;;
Malawi;77;0;3;1;;;;
Oman;97;0;0;0;74;;;
Uganda;70;0;2;1;;;;
United Arab Emirates;104;0;3;1;;;;
Cuba;94;0;0;0;;;;
Tanzania;124;0;3;1;;;;
Zambia;69;0;0;0;;;;
Guyana;86;0;0;-1;;;;
Indonesia;135;0;5;1;;;;
Sudan;96;0;0;0;;;;
Thailand;114;0;2;0;;;;
Ethiopia;131;0;2;1;;;;
Kuwait;105;0;2;0;;;;
Malawi;77;0;1;0;;;;
Singapore;138;0;1;0;;;;
United Arab Emirates;104;0;0;-1;;;;
Vietnam;139;0;7;1;;;;
Jamaica;82;0;2;1;72;66.8;72.7;70.2
Zambia;69;0;6;1;;;;
Indonesia;135;0;6;1;;;;
Thailand;114;0;0;0;;;;
Grenada;91;0;0;-1;;;;
Kuwait;105;0;1;1;;;;
Singapore;138;0;2;1;;;;
Uganda;70;0;2;1;;;;
Vietnam;139;0;0;-1;;;;
Indonesia;135;0;2;1;;;;
Malaysia;150;0;5;1;;;;
Zambia;69;0;1;-1;;;;
Myanmar;144;0;0;0;;;;
Tanzania;124;0;1;1;;;;
Vietnam;139;0;1;1;;;;
Bosnia and Herzegovina;51;0;2;0;76;72.5;78.3;77.5
Tanzania;124;0;0;0;;;;
Ethiopia;131;0;3;-1;;;;
Malaysia;144;0;2;1;;;;
Indonesia;127;0;1;1;;;;
Qatar;112;0;2;1;;;;
China PR;87;0;3;1;71;63.8;68.3;66
Honduras;59;0;2;1;;71.8;68.7;72
Iraq;100;0;0;-1;;;;
Vietnam;137;0;0;0;;;;
Indonesia;127;0;1;1;;;;
China PR;87;0;1;1;71;63.8;68.3;66
Qatar;112;0;2;1;;;;
Syria;107;0;0;-1;;;;
Kuwait;102;0;2;1;;;;
Bahrain;93;0;1;0;;;;
Malaysia;144;0;3;1;;;;
Kuwait;102;0;2;0;;;;
Bahrain;93;0;2;1;;;;
Saudi Arabia;80;0;0;-1;;;;
Indonesia;127;0;2;1;;;;
Syria;107;0;0;-1;;;;
Kuwait;102;0;4;1;;;;
Qatar;112;0;0;-1;;;;
IR Iran;66;0;1;1;;;;70.5
Iraq;100;0;2;-1;;;;
Jordan;104;0;2;0;;;;
United Arab Emirates;105;0;2;1;;;;
Bahrain;93;0;0;-1;;;;
Saudi Arabia;80;0;0;0;;;;
Egypt;9;0;5;1;;;;
Kenya;120;0;1;1;;;;
Uganda;80;0;3;1;;;;
United Arab Emirates;105;0;0;0;;;;
Qatar;112;0;0;-1;;;;
Congo DR;130;0;1;1;;69.2;69.7;70
Egypt;9;0;1;1;;;;
Kuwait;102;0;0;-1;;;;
Tanzania;116;0;1;0;;;;
Japan;29;0;1;0;69;73;69.3;75.5
Saudi Arabia;80;0;1;-1;;;;
India;142;0;0;-1;;;;
Korea Republic;40;0;2;1;71;69.5;71.3;75
Congo DR;130;0;2;1;;69.2;69.7;70
Egypt;9;0;3;1;;;;
Iraq;100;0;1;-1;;;;
Korea DPR;108;0;0;0;;;;
Uganda;80;0;1;0;;;;
Qatar;105;0;2;1;;;;
Uzbekistan;108;0;2;1;;;;66.8
Jordan;107;0;1;1;;;;
Syria;110;0;1;-1;;;;
Australia;26;0;1;0;80;72.5;76.7;71
Bahrain;93;0;5;1;;;;
Congo DR;128;0;0;-1;;69.2;69.7;70
Costa Rica;69;0;1;0;69;67.2;75.3;67.5
Egypt;10;0;5;1;;;;
El Salvador;116;0;2;1;;;;
Panama;67;0;2;1;68;;;
IR Iran;65;0;1;1;;;;70.5
United Arab Emirates;102;0;0;-1;;;;
Belize;173;0;2;-1;;;;
China PR;79;0;2;0;71;63.8;68.3;66
Guatemala;117;0;0;-1;;;;
Panama;67;0;2;1;68;;;
Qatar;105;0;3;1;;;;
Tanzania;120;0;0;-1;;;;
Congo DR;128;0;1;1;;69.2;69.7;70
Egypt;10;0;3;1;;;;
Jordan;107;0;2;1;;;;
Saudi Arabia;78;0;0;-1;;;;
Australia;26;0;1;1;80;72.5;76.7;71
Honduras;56;0;3;1;;71.8;68.7;72
Korea Republic;38;0;4;1;71;69.5;71.3;75
Nicaragua;157;0;1;0;;;;
Panama;67;0;2;1;68;;;
Botswana;54;0;1;-1;;;;
Iraq;98;0;1;1;;;;
United Arab Emirates;102;0;0;-1;;;;
Honduras;56;0;2;1;;71.8;68.7;72
Nicaragua;157;0;1;-1;;;;
Panama;67;0;1;0;68;;;
Qatar;105;0;2;-1;;;;
Uzbekistan;108;0;2;1;;;;66.8
Australia;26;0;1;1;80;72.5;76.7;71
IR Iran;65;0;0;-1;;;;70.5
USA;18;0;1;0;81;73;75;78.5
Honduras;56;0;2;1;;71.8;68.7;72
Panama;67;0;0;0;68;;;
Vanuatu;166;0;0;0;;;;
Japan;29;0;2;1;69;73;69.3;75.5
Uzbekistan;108;0;0;-1;;;;66.8
Uzbekistan;108;0;2;-1;;;;66.8
Australia;26;0;0;-1;80;72.5;76.7;71
Moldova;81;0;0;-1;61;;65.7;
Cyprus;91;0;0;-1;;;;
Ghana;15;0;4;1;73;75;73.7;80.2
Republic of Ireland;35;0;3;1;81;76.5;75.7;77.5
Mali;85;0;0;-1;54;72;75.3;77.2
Peru;68;0;1;1;;;78.7;72.2
Romania;57;0;2;-1;75;76;74;72.5
Albania;66;0;1;-1;69;;68;68.5
Andorra;202;0;1;-1;;;;
Argentina;5;0;2;1;77;81;87;82.8
Armenia;62;0;1;-1;76;;;
Azerbaijan;99;0;0;-1;;;;
Belarus;36;0;1;0;75;63;71;72.2
Belgium;58;0;1;0;74;79.8;78;77.8
Cambodia;166;0;3;1;;;;
Cabo Verde;73;0;1;1;51;;67;
Congo DR;122;0;0;-1;;69.2;69.7;70
Croatia;9;0;4;1;74;78.5;80.7;79.5
Cyprus;91;0;1;0;;;;
Denmark;28;0;1;-1;76;77.5;77.7;75.2
El Salvador;98;0;1;1;;;;
France;19;0;1;1;84;82.8;81.7;84.2
Germany;3;0;1;0;86;82;83.3;82.2
Greece;10;0;1;1;74;75.5;76.3;75.5
Guinea-Bissau;146;0;3;1;;;;
Honduras;39;0;1;0;;71.8;68.7;72
IR Iran;44;0;1;1;;;;70.5
Israel;52;0;0;-1;78;67;69;73.8
Latvia;76;0;2;1;69;65.2;66;
Libya;70;0;3;1;;;;
Luxembourg;131;0;2;1;;;;
North Macedonia;79;0;0;-1;73;67.8;71.3;
Malaysia;140;0;2;1;;;;
Malta;163;0;0;0;;;;
Mexico;27;0;2;1;76;74.5;76.3;77.5
Morocco;74;0;3;1;71;71.2;80;73.8
Mozambique;94;0;1;0;;;;
Namibia;138;0;1;-1;;;;
Netherlands;2;0;3;1;83;77;83.7;83.5
Nigeria;40;0;2;1;;75.5;77.3;76.2
Norway;11;0;0;-1;69;77.5;76.7;77
Philippines;152;0;2;1;65;;;
San Marino;203;0;0;-1;52;;;
Scotland;53;0;3;1;79;75.8;76.3;78.2
Senegal;69;0;4;1;68;77.2;80;73.5
South Africa;47;0;2;1;70;70.5;70.7;74.5
Spain;1;0;1;1;88;84;86;86.2
Eswatini;158;0;0;-1;;;;
Sweden;29;0;1;-1;77;76.5;79.7;77.2
Tanzania;123;0;1;1;;;;
Turkey;31;0;0;0;79;77.2;77;78.8
Venezuela;63;0;2;0;56;;72.3;70.2
Bahrain;93;0;0;0;;;;
Laos;169;0;1;0;;;;
Macau;193;0;3;1;;;;
Mongolia;183;0;2;1;;;;
Argentina;4;0;4;1;77;81;87;82.8
Botswana;67;0;1;0;;;;
Nepal;172;0;1;1;;;;
Nepal;172;0;2;1;;;;
Myanmar;161;0;1;0;;;;
India;145;0;3;1;;;;
Maldives;161;0;4;1;;;;
Palestine;178;0;2;1;;;;
Tajikistan;148;0;1;1;;;;
Turkmenistan;154;0;3;1;;;;
Bhutan;197;0;0;-1;;;;
Myanmar;161;0;0;-1;;;;
Cambodia;154;0;0;-1;;;;
Maldives;161;0;2;1;;;;
Pakistan;171;0;1;-1;;;;
Philippines;151;0;0;0;65;;;
Cuba;64;0;0;-1;;;;
Afghanistan;195;0;2;1;;;;
Austria;61;0;0;-1;75;74;74;74.8
Bangladesh;174;0;0;-1;;;;
Myanmar;161;0;1;-1;;;;
Cambodia;154;0;3;-1;;;;
China PR;76;0;1;0;71;63.8;68.3;66
Estonia;82;0;2;1;72;;;63.8
Hungary;36;0;0;-1;71;70.2;70.7;76.5
Jamaica;48;0;0;-1;72;66.8;72.7;70.2
Korea Republic;29;0;4;1;71;69.5;71.3;75
Lithuania;54;0;2;1;72;69.2;69.7;62
Luxembourg;117;0;0;-1;;;;
Maldives;161;0;0;0;;;;
Montenegro;25;0;1;1;64;69.5;79.3;68.8
Panama;68;0;2;1;68;;;
Serbia;21;0;2;1;72;81.8;76;80
Slovenia;17;0;0;-1;68;72.2;76.3;73.2
Spain;1;0;2;1;88;84;86;86.2
Turkmenistan;154;0;1;0;;;;
Albania;73;0;1;1;69;;68;68.5
Andorra;202;0;0;-1;;;;
Armenia;65;0;0;0;76;;;
Bosnia and Herzegovina;56;0;2;1;76;72.5;78.3;77.5
Bulgaria;47;0;0;0;77;71.2;75.3;75
Burkina Faso;40;0;4;1;;67.5;72.7;67.8
Chad;142;0;0;-1;;;;
Colombia;50;0;2;1;77;77.8;78;76.2
Costa Rica;53;0;2;0;69;67.2;75.3;67.5
Cyprus;91;0;0;0;;;;
Georgia;72;0;1;1;62;70.5;66.7;
Germany;3;0;4;1;86;82;83.3;82.2
Guinea-Bissau;136;0;0;-1;;;;
Republic of Ireland;34;0;2;1;81;76.5;75.7;77.5
Israel;58;0;2;1;78;67;69;73.8
Jordan;80;0;1;0;;;;
Kenya;129;0;2;1;;;;
Korea DPR;113;0;2;1;;;;
Malawi;89;0;1;1;;;;
Mali;85;0;1;1;54;72;75.3;77.2
Malta;156;0;0;-1;;;;
Mexico;27;0;3;1;76;74.5;76.3;77.5
Norway;11;0;1;0;69;77.5;76.7;77
Portugal;9;0;1;0;79;82.2;85;80.8
Rwanda;133;0;3;1;;;;
Senegal;69;0;1;1;68;77.2;80;73.5
South Africa;46;0;1;1;70;70.5;70.7;74.5
USA;19;0;1;0;81;73;75;78.5
Wales;116;0;0;-1;75;74.2;71;80.2
Algeria;55;0;1;1;69;73.5;71.3;74.5
Brazil;4;0;2;1;86;84.5;84;81.8
Congo;120;0;0;-1;67;68;69;69
Congo DR;123;0;3;1;;69.2;69.7;70
Côte d'Ivoire;25;0;2;1;72;75.8;83.3;77.2
Madagascar;156;0;1;0;;;;
Mozambique;93;0;0;-1;;;;
Niger;104;0;3;1;;;;
Nigeria;39;0;4;1;;75.5;77.3;76.2
Sri Lanka;173;0;2;0;;;;
St. Kitts and Nevis;119;0;0;0;;;;
Sudan;106;0;3;1;;;;
Guatemala;125;0;1;0;;;;
Belarus;37;0;0;-1;75;63;71;72.2
Belgium;62;0;4;1;74;79.8;78;77.8
China PR;76;0;3;1;71;63.8;68.3;66
Colombia;50;0;0;-1;77;77.8;78;76.2
Costa Rica;53;0;0;0;69;67.2;75.3;67.5
Cuba;64;0;0;-1;;;;
Cyprus;91;0;0;-1;;;;
Czech Republic;31;0;2;1;84;78;76;77
Ecuador;49;0;0;0;75;70.2;75.7;76.8
El Salvador;92;0;2;-1;;;;
England;6;0;1;0;82;84;83.7;84
Equatorial Guinea;148;0;1;1;;;;
Estonia;82;0;1;0;72;;;63.8
France;18;0;0;0;84;82.8;81.7;84.2
Germany;3;0;1;-1;86;82;83.3;82.2
Greece;10;0;0;0;74;75.5;76.3;75.5
Republic of Ireland;34;0;2;-1;81;76.5;75.7;77.5
Israel;58;0;1;1;78;67;69;73.8
Jordan;80;0;1;0;;;;
Kuwait;103;0;1;1;;;;
Lithuania;54;0;1;-1;72;69.2;69.7;62
Mexico;27;0;1;0;76;74.5;76.3;77.5
Netherlands;2;0;5;1;83;77;83.7;83.5
Nigeria;39;0;3;1;;75.5;77.3;76.2
Northern Ireland;40;0;0;0;73;74.2;69;73.2
Oman;110;0;2;1;74;;;
Portugal;9;0;2;1;79;82.2;85;80.8
Qatar;90;0;1;0;;;;
Romania;52;0;3;1;75;76;74;72.5
Slovakia;22;0;1;-1;72;74.8;77.3;74.2
Sri Lanka;173;0;0;-1;;;;
Sweden;30;0;2;1;77;76.5;79.7;77.2
Turkey;32;0;2;1;79;77.2;77;78.8
Ukraine;33;0;0;-1;77;67.8;60.7;73
USA;19;0;0;-1;81;73;75;78.5
Grenada;94;0;0;-1;;;;
Tahiti;184;0;1;-1;;;;
Korea DPR;113;0;4;1;;;;
Nepal;172;0;1;1;;;;
Tahiti;184;0;1;1;;;;
Nepal;172;0;0;-1;;;;
Sri Lanka;173;0;0;-1;;;;
Korea DPR;113;0;2;1;;;;
Nepal;172;0;0;0;;;;
Argentina;5;0;2;0;77;81;87;82.8
Mozambique;96;0;2;1;;;;
Tanzania;112;0;0;-1;;;;
Guyana;110;0;0;-1;;;;
Guyana;110;0;3;1;;;;
Republic of Ireland;34;0;5;1;81;76.5;75.7;77.5
Argentina;5;0;4;1;77;81;87;82.8
Eswatini;159;0;0;0;;;;
Wales;114;0;1;-1;75;74.2;71;80.2
Cuba;81;0;1;0;;;;
Grenada;98;0;2;0;;;;
Wales;114;0;2;1;75;74.2;71;80.2
Cuba;81;0;2;1;;;;
Mexico;28;0;1;0;76;74.5;76.3;77.5
Barbados;132;0;1;1;;;63;
El Salvador;87;0;2;0;;;;
